conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username
1833386362407686640,Tue Sep 10 23:27:19 +0000 2024,0,@aldibawazier_ setuju naturalisasi jangan hanya pemain sepak bola. dari presiden wapres menteri sampe kepala desa sebaiknya naturalisasi aja krn mereka lebih baik membawa indonesia emas 2045 ,1833648479400595498,,aldibawazier_,in,,0,0,0,https://x.com/AkunanSaya/status/1833648479400595498,1425023300023984134,AkunanSaya
1833644646221943005,Tue Sep 10 23:12:05 +0000 2024,0,Performa 10 Pemain Naturalisasi saat Timnas Indonesia Imbangi Australia: Maarten Paes dan Calvin Verdonk Tangguh Nathan Tjoe A-On Bisa Yuk! https://t.co/9RAlOtRMdy,1833644646221943005,,,in,Indonesia,0,0,0,https://x.com/bolacomID/status/1833644646221943005,1486284086,bolacomID
1833627276950573238,Tue Sep 10 22:03:04 +0000 2024,39,Ini Dia Cara Indonesia BIKIN FRUSTRASI Australia! | Box2Box Football Show #8 https://t.co/XysgvG2M0s - Pemain andalan Shin Tae-yong itu-itu aja ? - Masalah rumput GBK yang berulan - Pertahanan rapat Timnas Indonesia dan peran Maarten Paes - Lagi-lagi debat soal naturalisasi vs https://t.co/IaUyDNqVKX,1833627276950573238,https://pbs.twimg.com/media/GXJaSR_bEAAtunm.jpg,,in,Indonesia,1,6,9,https://x.com/Box2BoxBola/status/1833627276950573238,1956656786,Box2BoxBola
1833612133290168532,Tue Sep 10 21:02:54 +0000 2024,0,Dear @PSSI Tanpa Naturalisasi 🇮🇩 tidak akan sampai di ronde 4. Naturalisasi merupakan bukti bobroknya pembinaan dini dari pengurus bola di Indonesia siapa lagi kalau bukan PSSI. Silahkan sambil berbenah juga! Atau bikin program perkawinan gratis lokal dan Eropa supaya anaknya,1833612133290168532,,,in,,0,1,0,https://x.com/mekanasirah/status/1833612133290168532,1655265184238403585,mekanasirah
1833436369051652206,Tue Sep 10 20:36:13 +0000 2024,0,@Box2boxID @Box2BoxBola Bangga sama pemain naturalisasi? Tutup saja liga sepak bola di Indonesia.,1833605420453437731,,Box2boxID,in,,0,0,0,https://x.com/jayusman92/status/1833605420453437731,1257887251616301060,jayusman92
1833166193274040789,Tue Sep 10 19:23:21 +0000 2024,0,@Tokopaediii @Okleantos @_BangFu ya ini salah satunya grasroot tapi apa instan? ya engga proses nya pasti lama kenapa langkah naturalisasi yg diambil? karna hasilnya instan pecinta bola indonesia kan pengen menang nya sekarang bukan nunggu 20/30 tahun lagi jadi harus sesuai sama kebutuhan nya balik lg,1833587082260058289,,Tokopaediii,in,Monaco,0,0,0,https://x.com/zildgeean/status/1833587082260058289,730811030,zildgeean
1833552285118697984,Tue Sep 10 17:05:05 +0000 2024,1,Lil... @cholilnafis mau tanya nih... Iseng2 aja knp pemain2 sepak bola naturalisasi diambilnya dari negara kapir yg bekas penjajah pula dimana sekte be'olwi benci bgt sampe klaim semua pahlawan Indonesia tuh dari sekte mereka! Knp bukan turunan dari jazirah Arab sana ya? ,1833552285118697984,,,in,Kandahar,0,0,0,https://x.com/Rizieq_Sangean/status/1833552285118697984,172158648,Rizieq_Sangean
1833436278970585300,Tue Sep 10 16:59:29 +0000 2024,4,@panjiraden Masalahnya bukan pemain naturalisasinya. Tp ya indonesia atau federasi gagal menciptakan atau develop pemain bagus. Australia contohnya kebanyakan naturalisasi tp ya mereka tumbuh bermain bola di Australia. Artinya federasinya sukses menciptakan environment sepakbola yang baik,1833550877589967026,,panjiraden,in,Indonesia,0,1,1,https://x.com/Adriaankun/status/1833550877589967026,65637484,Adriaankun
1833500536387342751,Tue Sep 10 13:39:27 +0000 2024,0,Nonton bola. Pemain Indonesia naturalisasi semua Kerajaan dan kerjaan E.T semprul,1833500536387342751,,,in,"Jakarta, Indonesia",0,0,0,https://x.com/mhmfikri/status/1833500536387342751,255536573,mhmfikri
1833386362407686640,Tue Sep 10 10:54:54 +0000 2024,1,@aldibawazier_ Tidak. Andai saja Indonesia menganut sistem paspor bisa ganda maka tdk akan ada istilah naturalisasi untuk diaspora. Suruh mereka memaknai arti naturalisasi spy paham ?,1833459126292386042,,aldibawazier_,in,,0,0,0,https://x.com/Nandang32613279/status/1833459126292386042,979417406123601920,Nandang32613279
1833454547055878527,Tue Sep 10 10:38:07 +0000 2024,2,@_BangFu Karena rasanya ga mungkin kalau kita puluhan tahun tiap hari nyari pemain bola di luar negeri sana yang keturunan Indonesia atau nyari naturalisasi. Kalo ga ketemu? Yak betul ekspektasi penonton udah kelewat tinggi karena performance yang jangka pendek ini terbilang bagus banget.,1833454903911715126,,ramotgun,in,"Jakarta , Indonesia",0,1,0,https://x.com/ramotgun/status/1833454903911715126,57320702,ramotgun
1833408866262127070,Tue Sep 10 07:35:11 +0000 2024,1,Perbedaan Daftar Pemain Timnas Indonesia Saat Jumpa Australia di Piala Asia 2023 dan Sekarang: 6 Pemain Naturalisasi Baru https://t.co/gQZqjDqFOv,1833408866262127070,,,in,,0,0,0,https://x.com/Bolanet/status/1833408866262127070,85537477,Bolanet
1833124597681840608,Tue Sep 10 07:02:41 +0000 2024,0,@kurawa @jokowi @prabowo Jilatin sampe tai2nya rud. Sepak bola indonesia enak ditonton krn hampir semua pemain naturalisasi,1833400687537099208,,kurawa,in,,0,0,0,https://x.com/PikiranRayap/status/1833400687537099208,1745117893631852544,PikiranRayap
1833166193274040789,Tue Sep 10 05:37:08 +0000 2024,0,@iyooch @rpratamaaa10 @jagerbombbbbb @_BangFu Biar bisa aboard kan harus dari kecil di bina kan ya perlu liga berjenjang kan? Ga tiba tiba langsung suruh aboard aja ada prosesnya timnas doang yang bagus tapi sepak bola Indonesia keseluruhan belum masalahnya yg pada kritik federasi langsung di polarisasi anti naturalisasi,1833379157545521641,,iyooch,in,,0,2,0,https://x.com/SP27488/status/1833379157545521641,1713799140772356096,SP27488
1833364053831651662,Tue Sep 10 05:30:29 +0000 2024,9,@indosupporter Pak ingat pak sepak bola kita ini ketolong Ama naturalisasi pak. Keren gimana liga cuma satu gak ada Copa Indonesia liga wanita gak jalan terus pembenahan usia dini gak jelas arahnya..,1833377483665904071,,indosupporter,in,Nusantara,0,1,0,https://x.com/K_Zarathusastra/status/1833377483665904071,2417340300,K_Zarathusastra
1833317115916652710,Tue Sep 10 01:30:36 +0000 2024,0,Dulu hasil bumi Nusantara diambilin kolonial Belanda sekarang gantian Indonesia naturalisasi pemain sepak bola muda potensial keturunan dari sana.,1833317115916652710,,,in,Indonesia,0,0,0,https://x.com/anggakuz/status/1833317115916652710,60047054,anggakuz
1832994447547867217,Mon Sep 09 23:10:00 +0000 2024,21,@nocontextbolamy sudahlah saudaraku sesama muslim kenapa gara-gara bola kita jadi berantem sih gabaik lohh kalo Indonesia pakai pemain keturunan kenapa emang ya mereka berhak bela Indonesia sebaliknya juga kalo pemain Malaysia ada yg naturalisasi tapi g ad darah Malaysia mereka juga ada hak,1833281732638085315,,nocontextbolamy,in,,0,1,0,https://x.com/SardenKuahhh/status/1833281732638085315,1543584993326223360,SardenKuahhh
1833275495468961923,Mon Sep 09 22:45:13 +0000 2024,0,Indonesia naturalisasi bule buat main bola. Prancis naturalisasi pemain Afrika Australia juga....,1833275495468961923,,,in,NKRI,0,0,0,https://x.com/Zulfan_Hakim/status/1833275495468961923,103752813,Zulfan_Hakim
1832065077413081148,Mon Sep 09 22:23:10 +0000 2024,0,@erickthohir @PSSI Nanti setelah Naturalisasi genap mulai dari pemain inti dan cadangan giliran pssi naturalisasi wasit untuk mewakili indonesia di kancah sepak bola internasional saudara saudara,1833269948887810492,,erickthohir,in,,0,0,0,https://x.com/Madara_26/status/1833269948887810492,1749449966635077632,Madara_26
1832587725620572320,Mon Sep 09 15:54:20 +0000 2024,0,@pray_thekid Klo emng lokal sebanding sih sedih! Tpi kenyataanya memang yg lokal blum bsa sbanding.. Dengan carut marutnya kegaduhan liga sepak bola kita.. Full naturalisasi sprti ini dan membawa nama indonesia sih jadi Bangga!,1833172093254639816,,pray_thekid,in,"Jogjakarta, Indonesia",0,0,0,https://x.com/heimetz/status/1833172093254639816,88419261,heimetz
1833163117456658553,Mon Sep 09 15:18:40 +0000 2024,0,Berhubung pemain lokal masih suka menguasai bola sendirian mending pakai yg naturalisasi aja yg penting bawa nama Indonesia ,1833163117456658553,,,in,Earth,0,0,0,https://x.com/karakterkeenam/status/1833163117456658553,621956430,karakterkeenam
1833148395634188448,Mon Sep 09 14:20:10 +0000 2024,0,Ada yang tau berapa nilai biaya yang dibutuhkan untuk proyek naturalisasi dan pembenahan prestasi sepakbola Indonesia? anak bola harusnya tau hehe,1833148395634188448,,,in,"Jakarta, Indonesia",0,0,0,https://x.com/mecomuhammad/status/1833148395634188448,43863522,mecomuhammad
1833124597681840608,Mon Sep 09 13:57:22 +0000 2024,21,@kurawa @jokowi @prabowo Wakakakak si pelacur medsos bahas bola lagi. Pembinaan Liga Indonesia gimana kabarnya cur?Sepakbola Indonesia ketolong oleh pemain naturalisasi yg notabene tak ada yg main di liga lokal (Indonesia). Ngejilat gak gini2 juga cur. Pelacur politik sok bahas bola ,1833142659768266936,,kurawa,in,,0,3,2,https://x.com/Amotsky/status/1833142659768266936,217651975,Amotsky
1833131770482749715,Mon Sep 09 13:14:06 +0000 2024,1,Timnas Indonesia berpeluang menurunkan starting XI dengan 100 persen pemain naturalisasi. https://t.co/qmJceHqqnE #Update,1833131770482749715,,,in,,0,0,0,https://x.com/Bolanet/status/1833131770482749715,85537477,Bolanet
1833126991601844224,Mon Sep 09 12:55:39 +0000 2024,2,Pengamat sepak bola Firzie Idris menilai perdebatan lineup skuad tidak perlu berlarut-larut karena merupakan praktik biasa di dalam sepak bola terlebih naturalisasi di tubuh Timnas Indonesia merupakan diaspora yang berdarah Indonesia dan memiliki kedekatan. https://t.co/NM7jxiJwlz,1833127127581069760,https://pbs.twimg.com/media/GXCTZGabIAAJ0UO.jpg,dw_indonesia,in,"Bonn, Jerman",0,3,0,https://x.com/dw_indonesia/status/1833127127581069760,150581612,dw_indonesia
1833083098323677406,Mon Sep 09 10:00:42 +0000 2024,0,Kiper naturalisasi Timnas Indonesia Maarten Paes mengaku tak sabar merasakan atmosfer Stadion Utama Gelora Bung Karno (SUGBK) Selengkapnya https://t.co/AK9bc18Llk,1833083098323677406,,,in,Indonesia,0,0,0,https://x.com/BolaSportcom/status/1833083098323677406,78239324,BolaSportcom
1833062580988096839,Mon Sep 09 08:39:10 +0000 2024,3,Timnas Indonesia kembali bakal mendapat tambahan amunisi. Dua pemain diaspora Mees Hilgers dan Eliano Reijnders telah dipastikan bakal menjalani proses naturalisasi untuk bisa bergabung dengan Skuad Garuda julukan Timnas Indonesia. https://t.co/frfo8XpktI #Update,1833062580988096839,,,in,,0,0,0,https://x.com/Bolanet/status/1833062580988096839,85537477,Bolanet
1833058031372050769,Mon Sep 09 08:21:05 +0000 2024,4,Starting XI Timnas Indonesia dengan 100 Persen Pemain Naturalisasi: Optimis Tembus Piala Dunia 2026? https://t.co/cg0TOY6mK1,1833058031372050769,,,in,,0,0,0,https://x.com/Bolanet/status/1833058031372050769,85537477,Bolanet
1833016421917552836,Mon Sep 09 05:35:45 +0000 2024,2,Pantesan Semangat Bela Timnas Indonesia! Beginilah Silsilah Keluarga Pemain Sepak Bola Naturalisasi Untuk Negara Salah Satunya Rafael Struick https://t.co/ql56W7L0qc,1833016421917552836,,,in,"Sumatera Utara, Indonesia",0,0,0,https://x.com/RedaksiT648/status/1833016421917552836,1803971049027248129,RedaksiT648
1832744990901981387,Mon Sep 09 05:30:27 +0000 2024,0,@erickthohir Naturalisasi Indonesia terbukti berhasil saya usul agar PSSI buat program perkawinan silang pria indo dengan wanita dari Eropa Rusia Turki korea dan jepang agar anak anak nya jago main bola. Saya siap jadi yang pertama ikut program itu‼️,1833015087466270973,,erickthohir,in,,0,0,0,https://x.com/ryan_papaazzam/status/1833015087466270973,2606134873,ryan_papaazzam
1832587725620572320,Mon Sep 09 04:27:23 +0000 2024,0,@pray_thekid lebih baik begini namanya juga industri sepak bola. naturalisasi juga gak sembarangan harus punya darah Indonesia. daripada isinya lokal semua tapi titipan kita mau yg maju sepakbolanya bukan pejabatnya.,1832999217260069365,,pray_thekid,in,"Gunungkidul, Yogyakarta",0,0,0,https://x.com/alfiandietra/status/1832999217260069365,1134117068,alfiandietra
1832587725620572320,Mon Sep 09 04:11:19 +0000 2024,0,@pray_thekid Sedih Krn kebanyakan pemain naturalisasi bukan asli pribumi...sekian bxk penduduk Indonesia masa GK da yg jago main bola..,1832995171874566500,,pray_thekid,in,,0,0,0,https://x.com/76Igbw/status/1832995171874566500,1552211206760714245,76Igbw
1832587725620572320,Mon Sep 09 03:30:31 +0000 2024,0,@pray_thekid Banyak yang gak ngerti bola yg asal komen hadeh belajar lagi dan tolong ya cari di google apa beda pemain naturalisasi dan diaspora keturunan? Mereka semua ini tuh diaspora keturunan indonesia artinya keluarganya ada yg asli Indonesia entah kakek/nenek atau buyutnya,1832984904159895665,,pray_thekid,in,"Jakarta Timur, DKI Jakarta",0,0,0,https://x.com/haloayra/status/1832984904159895665,1661876989194833922,haloayra
1832587725620572320,Mon Sep 09 02:52:59 +0000 2024,1,@pray_thekid biasa aja urusan bola digedein urusan rakyat dibiarin bayangin kalau seandainya uang buat naturalisasi+gaji pemain bisa di alihkan utk perkembangan sepaak bola di Indonesia memang memerlukan waktu lama tp termasuk investasi jangka panjang perlu ngurusin mafia bola yg msh bnyak,1832975461938593944,,pray_thekid,in,,0,1,0,https://x.com/nyokkkkkk/status/1832975461938593944,1654876965042810880,nyokkkkkk
1832974898676801685,Mon Sep 09 02:50:45 +0000 2024,1,https://t.co/sMPYbxGrLL Pemain Naturalisasi Indonesia Saat Melawan Arab Saudi #sepakbola #sepakboalasia #sepakboladunia #sepakbolaterdepan #sepakbolaterkini #sepakbolaternama #pssi #ligaeropa #ligainggris #arabsaudi https://t.co/az4mWZAzjd,1832974898676801685,https://pbs.twimg.com/media/GXAI83eboAElZM3.jpg,,in,,0,0,0,https://x.com/BandarBolaTop/status/1832974898676801685,1333880876707397634,BandarBolaTop
1832587725620572320,Mon Sep 09 02:31:07 +0000 2024,0,@pray_thekid hal biasa di dunia sepak bola. indonesia naturalisasinya ada jalur keturunan negara2 langganan piala dunia diluar sana banyak yg naturalisasi tanpa ada darah keturunan.,1832969958634234015,,pray_thekid,in,,0,0,0,https://x.com/potongxx/status/1832969958634234015,2988989652,potongxx
1832319218211025054,Mon Sep 09 01:18:01 +0000 2024,0,@Mah5Utari Bener juga kang.. saya bangga dengan penampilan Indonesia saat ini.. kalau bisa memang harusnya proyek naturalisasi ini dibarengi dengan perbaikan pendidikan sepak bola lokal.. karna kalo talenta pemain² yg berdarah indonesia di luar sana sudah habis..,1832951562316222589,,Mah5Utari,in,"Kota Surabaya, Jawa Timur",0,1,0,https://x.com/probomp/status/1832951562316222589,251557017,probomp
1832587725620572320,Mon Sep 09 00:44:57 +0000 2024,0,@pray_thekid Seneng aja. Sepak bola olahraga yg menuntut kelebihan fisik kecerdasan teknikal. Pemain indo belum selevel pemain diaspora dalam hal tersebut. Program naturalisasi adalah cara cepat untuk indonesia bisa bersaing di level dunia sekaligus mendongkrak kualitas pemain lokal kita.,1832943240531587408,,pray_thekid,in,"Talok, Indonesia",0,0,0,https://x.com/entrasolcoklat/status/1832943240531587408,742189873876992000,entrasolcoklat
1832751553150874045,Sun Sep 08 22:49:06 +0000 2024,0,@mpujayaprema Hasil naturalisasi terbukti membuat sepak bola kita maju mpu. Gimana kalo Presiden Menteri DPR dan pejabat kita naturalisasi saja biar Indonesia semakin maju.,1832914084993655246,,mpujayaprema,in,"Jepara, Indonesia",0,1,0,https://x.com/Sri_nuryantiK/status/1832914084993655246,918868911545753600,Sri_nuryantiK
1832587725620572320,Sun Sep 08 22:41:40 +0000 2024,0,@pray_thekid Banggalah. 1. Naturalisasi lumrah di dunia sepak bola (Yg suka nonton bola pasti tau) 2. Naturalisasi di Indonesia punya syrat khusus yg jdikan beda dgn negara² lain 3. Pemain naturalisasi wajib melepas kewarganegaraan lamanya 4. Kl sdh di naturalisasi berarti 100% org Indonesia,1832912214149534043,,pray_thekid,in,"Kongolam, Nigeria",0,0,0,https://x.com/Suara_Lambung/status/1832912214149534043,1102591931102576640,Suara_Lambung
1832587725620572320,Sun Sep 08 22:15:32 +0000 2024,0,@pray_thekid Nggak mgkn naturalisasi jangka panjang ini mgkn langkah awal untuk memajukan sepak bola Indonesia agar pemain lokal bisa belajar dari pemain naturalisasi,1832905638894309480,,pray_thekid,in,,0,0,0,https://x.com/salsacopy31319/status/1832905638894309480,1826231670158270464,salsacopy31319
1832781647194005813,Sun Sep 08 14:02:50 +0000 2024,1,Situasi naturalisasi ini boleh jg dijadiin judul skripsi mahasiswa sejarah Peran Perempuan Pribumi dalam Perkembangan Sepak Bola Indonesia ,1832781647194005813,,,in,,0,0,0,https://x.com/jegersan/status/1832781647194005813,100383112,jegersan
1832762417606181057,Sun Sep 08 12:46:26 +0000 2024,0,Mees Hilgers dan Eliano Reijnders sudah pulang ke Belanda. Lalu bagaimana proses naturalisasi kedua pemain tersebut untuk membela timnas Indonesia? 🇮🇩 https://t.co/7GYOrcTah7,1832762417606181057,,,in,Indonesia,0,0,0,https://x.com/BolaSportcom/status/1832762417606181057,78239324,BolaSportcom
1832629725065248960,Sun Sep 08 12:39:43 +0000 2024,1,@liaasister Kalo org2 pinter amanah yg keturunan Indonesia yg bertebaran diluar negeri dinaturilasi jadi WNI utk dijadikan pejabat2 utk mengelola negeri ini bagus kali ya seperti sepak bola Indonesia yg bisa menampilkan sepakbola dunia krn naturalisasi pemain,1832760730518495583,,liaasister,in,,0,1,0,https://x.com/youl_af/status/1832760730518495583,198407927,youl_af
1832751948355010929,Sun Sep 08 12:23:05 +0000 2024,0,Para lelaki yang merasa gila bola coba tebak siapakan pemain mantan PSMS yg tersingkir tetapi dia sangat berlapang dada dan memuji naturalisasi adalah bentuk pembenahan dari sepak bola Indonesia... Si mamas ini emang gokil! 🇲🇨 Fair-play dia. Katanya Ada pelatih yg bilang,1832756544255242575,,ImaginarySteady,in,"Jakarta, Indonesia",0,1,0,https://x.com/ImaginarySteady/status/1832756544255242575,2556873745,ImaginarySteady
1832750927914361284,Sun Sep 08 12:00:46 +0000 2024,0,singkatnya gini naturalisasi dan pemain diaspora adalah rencana jangka pendek jangka panjangnya adalah benerin grassroot sepak bola indonesia. seperti tingkatin kualitas akademi tingkatin kualitas liga tingkatin kualitas wasit,1832750927914361284,,,in,,0,0,0,https://x.com/syadude/status/1832750927914361284,852411882941984768,syadude
1832610948156420109,Sun Sep 08 11:46:40 +0000 2024,0,@gilabola_ina Butuh proses dari yang terkecil menjadi lebih besar banyak pro dan kontra perihal tindakan naturalisasi tapi syukur untuk olahraga Bola Sepak Indonesia sekarang sudah menemukan hasil semoga ya bisa ditingkatkan lagi dalam bentuk timnas dan liga,1832747380137140694,,gilabola_ina,in,Blora - Surakarta PP,0,0,0,https://x.com/ajikxs/status/1832747380137140694,2155058377,ajikxs
1832743324085862610,Sun Sep 08 11:30:33 +0000 2024,1,Media Vietnam membuat ulasan tentang dua calon pemain naturalisasi Timnas Indonesia Mees Hilgers dan Eliano Reijnders. https://t.co/fkylaYz7b9 #Update,1832743324085862610,,,in,,0,0,0,https://x.com/Bolanet/status/1832743324085862610,85537477,Bolanet
1832738544139526530,Sun Sep 08 11:11:34 +0000 2024,1,Komentator asal Vietnam Kagum Sama Pemain Naturalisasi Timnas Indonesia: Ampun Jangan Dibandingkan-bandingkan Lagi Deh! https://t.co/8qNCtypFhp,1832738544139526530,,,in,Indonesia,0,0,0,https://x.com/bolacomID/status/1832738544139526530,1486284086,bolacomID
1832651016346710505,Sun Sep 08 08:57:33 +0000 2024,0,@idextratime Ngebandingin negara Indonesia dengan negara yg kebijakan utamanya imigrasi sebagai salah satu kebijakan negara untuk memajukan berbagai sektor .lah Giliran pekerja asing exsodus bacot knceng.. giliran di spak bola yg pnting msuk pildun .. G sklian PSSI nya yg di naturalisasi,1832704820505186762,,idextratime,in,Dark earth,0,0,0,https://x.com/Ryogartshop1/status/1832704820505186762,927929706145447938,Ryogartshop1
1832651016346710505,Sun Sep 08 08:15:45 +0000 2024,0,@fajriabdillah93 @IrsatOfficial @akunnyapanda @idextratime Kembali lagi naturalisasi dalam sepak bola itu sampe nenek udah pasti administrasi nya indonesia nenek paes itu administrasi nya Indonesia kalo bukan indonesia gak bisa di proses,1832694301534597584,,fajriabdillah93,in,,0,0,0,https://x.com/ero_semut/status/1832694301534597584,4590992052,ero_semut
1832687084316062014,Sun Sep 08 07:47:05 +0000 2024,0,Malaysia berambisi mengejar ketertinggalan dari Timnas Indonesia dalam hal naturalisasi pemain. Federasi Sepak Bola Malaysia (FAM) dilaporkan sedang mempersiapkan dua pemain bintang untuk dinaturalisasi dan memperkuat Timnas Malaysia. https://t.co/SrlqO7y1Fi,1832687084316062014,,,in,Walikota Mustajab 76 Surabaya,0,0,0,https://x.com/HarianDisway/status/1832687084316062014,1279248910276419585,HarianDisway
1832587725620572320,Sun Sep 08 07:15:05 +0000 2024,0,@pray_thekid Kalo cuma mau juara tapi dgn system amburadul mending kontrak team eropah sekalian. Naturalisasi terbatas. Masa dari 270jt manusia Indonesia ga bisa dapat 30 orang yg berbakat baik sepak bola. Pengelolaan yg mesti ditata kembali cari orang yg kompeten dan mau ngurus bola.,1832679032607142187,,pray_thekid,in,indonesia,0,1,0,https://x.com/phingan200/status/1832679032607142187,1418435698508537858,phingan200
1832651016346710505,Sun Sep 08 06:33:25 +0000 2024,2,@idextratime Tidak ada yg anti naturalisasi. Yg mengkritik program ini karena ingin sepak bola Indonesia secara keseluruhan berkembang bukan timnas aja.Liat walaupun bukan dari Australia orang tua mereka yg pindah bukan pemainnya. Artinya mereka di didik di Australia beda dengan Indonesia.,1832668545416855579,,idextratime,in,,0,4,0,https://x.com/bukanbudakk/status/1832668545416855579,1576056725962395648,bukanbudakk
1832645253997744501,Sun Sep 08 05:00:52 +0000 2024,0,Diego Michiels merasa ada perbedaan perlakukan dari netizen dulu dan sekarang. Dulu ada ketakutann timnas Indonesia diisi banyak pemain naturalisasi seperti mau dijajah Belanda lagi. 🇮🇩 https://t.co/u3Evx0F9dj,1832645253997744501,,,in,Indonesia,0,0,0,https://x.com/BolaSportcom/status/1832645253997744501,78239324,BolaSportcom
1832634238358917559,Sun Sep 08 04:17:05 +0000 2024,1,PSSI Tidak Naturalisasi Ole Romeny dan Kevin Diks untuk Timnas Indonesia tapi Data Mauro Zijlstra Sudah Masuk https://t.co/55eCVUGabm,1832634238358917559,,,in,Indonesia,1,0,0,https://x.com/bolacomID/status/1832634238358917559,1486284086,bolacomID
1832401429845438533,Sun Sep 08 03:45:08 +0000 2024,0,@Sayaari110 Gak ada yang ingin jadi WNI hanya demi sepak bola dengan rank 130FIFA kecuali federasi mencari dispora/pemain keturunan menawari untuk bergabung dengan indonesia dengan proses naturalisasi.,1832626195097428117,,Sayaari110,in,Malang,0,0,0,https://x.com/Achonk_Saulsick/status/1832626195097428117,1621964328,Achonk_Saulsick
1832612495858524171,Sun Sep 08 02:50:41 +0000 2024,25, Possibility Line Up Prediksi Pemain Timnas Indonesia vs Australia full abroad (naturalisasi). Prediksi Line up Timnas Indonesia vs Australia di Kualifikasi Piala Dunia 2026 R3 zona Asia besok selasa 10 September 2024. #timnas #timnasindonesia #lineup #lokercpnsnasional https://t.co/zYaSG8VcsB,1832612495858524171,https://pbs.twimg.com/media/GW6_We-a8AEvywa.jpg,,in,Stutgart,0,14,2,https://x.com/Nahrowi_wawie/status/1832612495858524171,78497424,Nahrowi_wawie
1837262929197973794,Fri Sep 20 22:49:51 +0000 2024,0,Tiru Indonesia Vietnam Juga Gencarkan Naturalisasi Pemain Sepak Bola | https://t.co/NeTtcKx8Pk https://t.co/hX6U3wNAPo,1837262929197973794,,,in,,0,0,0,https://x.com/kristariyanto68/status/1837262929197973794,1482523214538747904,kristariyanto68
1834908453749366901,Fri Sep 20 15:21:14 +0000 2024,0,@kegblgnunfaedh Yg dikatakan bener jg sih tapi semuanya itu step by step adanya naturalisasi pemain itu suatu hal penting utk proses perkembangan sepak bola di Indonesia menuju level yg lebih tinggi salut buat timnas dan semuanya ,1837150032405103097,,kegblgnunfaedh,in,Malang-jatim-ind,0,0,0,https://x.com/Jack_Hanggara/status/1837150032405103097,353467891,Jack_Hanggara
1837118135037825145,Fri Sep 20 13:14:36 +0000 2024,1,Dukungan yang diberikan berupa naturalisasi kepada atlet sepak bola ini diharapkan akan bisa meloloskan Timnas menuju Piala Dunia 2026 mmendatang. #KemenkumhamRI #KemenkumhamJabar #Masjuno #DitjenPas #Pemasyarakatan #Jabar #Bogor #fyp #LapasBogorPastiWBBM #Indonesia #Viral https://t.co/0RT6vGX7ba,1837118160820130210,https://pbs.twimg.com/media/GX7BOebaUAMuIvy.jpg,2aBogor,in,"Bogor, Jawa Barat",0,0,2,https://x.com/2aBogor/status/1837118160820130210,1047298667261059073,2aBogor
1837111379632726189,Fri Sep 20 12:47:39 +0000 2024,0,Diinget2 aja pildun u-20 batal kurlebnya karena mulut2 politik jadi jgn heran skg ujug2 mulut2 politik koar2 nolak naturalisasi dgn alasan cinta sepak bola Indonesia ,1837111379632726189,,,in,"Bogor, Jawa Barat",0,0,0,https://x.com/ontafan/status/1837111379632726189,1423898353293684736,ontafan
1835445310187057596,Fri Sep 20 10:20:06 +0000 2024,0,@haidar_rahmat @zaenal7797 @MelodyUnited Masalah naturalisasi ngga masalah yang masalah PSSI sbg organisasi sepak bola resmi pemerintah dapat dana besar dari APBN tapi gagal mengelola liga pembinaan pemain muda wasit abal dan intinya indonesia full korup dari segi apapun! Indonesia its stuck &amp; crowded idiot ppl!,1837074249091272894,,haidar_rahmat,in,,0,0,0,https://x.com/lordalwayslord/status/1837074249091272894,1636343034999877632,lordalwayslord
1837046250329493541,Fri Sep 20 08:28:51 +0000 2024,0,Menteri Hukum dan Hak Asasi Manusia (Menkumham) Supratman Andi Agtas menegaskan bahwa Kementerian Hukum dan Hak Asasi Manusia (Kemenkumham) akan terus mendukung kemajuan olahraga Indonesia. . Dukungan yang diberikan berupa naturalisasi kepada atlet sepak bola ini diharapkan https://t.co/PWI03yqjgA,1837046250329493541,https://pbs.twimg.com/media/GX5_0AMaUAIpsuY.jpg,,in,Indonesia,0,0,0,https://x.com/pikiran_rakyat/status/1837046250329493541,58880688,pikiran_rakyat
1837026265628561505,Fri Sep 20 07:09:26 +0000 2024,0,Dia bangga dengan prestasi bola Indonesia sebelum naturalisasi berada dibawah Malaysia Vietnam dan Thailand. https://t.co/K80d4Govrf,1837026265628561505,https://pbs.twimg.com/media/GX5tph9aAAAQ5J9.jpg,,in,,0,0,0,https://x.com/PoerbaNatal/status/1837026265628561505,914384820448329728,PoerbaNatal
1836976007120859456,Fri Sep 20 03:49:44 +0000 2024,1,Ketua Umum PSSI Erick Thohir menegaskan nasionalisme para pemain naturalisasi yang membela tim nasional Indonesia tidak perlu dipertanyakan lagi. Dia menyebut para pesepak bola naturalisasi memiliki rasa cinta dan kebanggaan yang dalam untuk Indonesia lantaran mereka https://t.co/UXcvzKiHA9,1836976007120859456,https://pbs.twimg.com/media/GX4_8MMagAAsfQV.jpg,,in,"Jakarta, Indonesia",0,0,1,https://x.com/sportskompascom/status/1836976007120859456,73674042,sportskompascom
